facilityID,facilityName,measureID,measureName,elementID,elementName
X128128,Mt. San Rafael Hospital,36-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Average Volume EDs (40k-59,999)",X36-3.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,36-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Average Volume EDs (40k-59,999)",X36-3.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,36-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X36-4.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,36-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X36-4.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,36-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X36-4.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,36-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X36-4.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,37,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X37.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,37,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X37.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,37,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X37.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,37,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X37.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,37,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X37.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,37-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Moderate Volume EDs (20k-39,999)",X37-2.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,37-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Moderate Volume EDs (20k-39,999)",X37-2.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,37-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Moderate Volume EDs (20k-39,999)",X37-2.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,37-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Moderate Volume EDs (20k-39,999)",X37-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,37-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Moderate Volume EDs (20k-39,999)",X37-2.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,37-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X37-3.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,37-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X37-3.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,37-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X37-3.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,37-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X37-3.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,37-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X37-4.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,37-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X37-4.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,37-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X37-4.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,37-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X37-4.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,38,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X38.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,38,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X38.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,38,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X38.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,38,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X38.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,38,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X38.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,38-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Low Volume EDs (19,999 and less)",X38-2.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,38-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Low Volume EDs (19,999 and less)",X38-2.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,38-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Low Volume EDs (19,999 and less)",X38-2.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,38-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Low Volume EDs (19,999 and less)",X38-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,38-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Low Volume EDs (19,999 and less)",X38-2.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,38-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X38-3.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,38-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X38-3.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,38-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X38-3.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,38-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X38-3.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,38-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X38-4.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,38-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X38-4.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,38-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X38-4.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,38-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X38-4.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,39,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X39.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,39,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X39.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,39,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X39.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,39,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X39.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,39,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X39.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,39-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Freestanding EDs,X39-2.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,39-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Freestanding EDs,X39-2.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,39-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Freestanding EDs,X39-2.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,39-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Freestanding EDs,X39-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,39-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Freestanding EDs,X39-2.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,39-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Freestanding EDs,X39-3.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,39-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Freestanding EDs,X39-3.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,39-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Freestanding EDs,X39-3.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,39-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Freestanding EDs,X39-3.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,39-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Freestanding EDs,X39-4.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,39-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Freestanding EDs,X39-4.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,39-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Freestanding EDs,X39-4.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,39-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Freestanding EDs,X39-4.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,40,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X40.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,40,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X40.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,40,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X40.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,40,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X40.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,40,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X40.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,40-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients),X40-2.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,40-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients),X40-2.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,40-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients),X40-2.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,40-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients),X40-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,40-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients),X40-2.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,40-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED),X40-3.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,40-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED),X40-3.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,40-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED),X40-3.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,40-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED),X40-3.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,40-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients),X40-4.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,40-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients),X40-4.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,40-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients),X40-4.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,40-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients),X40-4.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,41,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X41.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,41,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X41.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,41,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X41.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,41,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X41.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,41,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X41.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,41-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-2.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,41-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-2.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,41-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-2.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,41-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X128128,Mt. San Rafael Hospital,41-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-2.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,41-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Supercenter EDs (100k +),X41-3.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,41-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Supercenter EDs (100k +),X41-3.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,41-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Supercenter EDs (100k +),X41-3.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,41-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Supercenter EDs (100k +),X41-3.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,41-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-4.2065,Patient Deceased
X128128,Mt. San Rafael Hospital,41-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-4.6320,Patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,41-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-4.7085,Date and timing of discharge from emergency department
X128128,Mt. San Rafael Hospital,41-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Supercenter EDs (100k +),X41-4.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.2060,Gender
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6100,Diagnosis of minor blunt head trauma (non-penetrating injuries)
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6105,Onset date and timing of diagnosis of minor blunt head trauma
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6110,Documentation of Glasgow Coma Scale (GCS) score 
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6115,Onset date and timing of documentation of Glasgow Coma Scale (GCS) score 
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6120,Head CT for trauma ordered
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6125,Onset date and timing of head CT for trauma ordered
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6140,Diagnosis of Brain Tumor
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6145,Onset date and timing of diagnosis of Brain Tumor
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6150,Current prescription of antiplatelet medications
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6155,Prescription onset date and timing of current antiplatelet medication 
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6160,"Diagnosis of trauma, excluding head trauma"
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6165,"Onset date and timing of diagnosis of trauma, excluding head trauma"
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6200,Headache
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6205,Onset date and timing of headache
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6265,Diagnosis of coagulopathies
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6270,Onset date and timing of diagnosis of coagulopathies
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6275,Diagnosis of Thrombocytopenia
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6280,Onset date and timing of diagnosis of Thrombocytopenia
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6285,Determination of Pregnancy
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6290,Onset date and timing of Pregnancy
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6325,Date and time of patient arrival to Emergency Department (ED)
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6400,Drug or alcohol intoxication
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6405,Onset date and timing of drug or alcohol intoxication
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.8500,Emergency Department Visit
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.8505,Date and Time of arrival (onset) to Emergency Department
X128128,Mt. San Rafael Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.8506,Date and Time of departure (abatement) from Emergency Department
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.2060,Gender
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6100,Diagnosis of minor blunt head trauma (non-penetrating injuries)
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6105,Onset date and timing of diagnosis of minor blunt head trauma
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6110,Documentation of Glasgow Coma Scale (GCS) score 
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6115,Onset date and timing of documentation of Glasgow Coma Scale (GCS) score 
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6120,Head CT for trauma ordered
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6125,Onset date and timing of head CT for trauma ordered
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6140,Diagnosis of Brain Tumor
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6145,Onset date and timing of diagnosis of Brain Tumor
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6150,Current prescription of antiplatelet medications
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6155,Prescription onset date and timing of current antiplatelet medication 
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6160,"Diagnosis of trauma, excluding head trauma"
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6165,"Onset date and timing of diagnosis of trauma, excluding head trauma"
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6200,Headache
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6205,Onset date and timing of headache
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6265,Diagnosis of coagulopathies
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6270,Onset date and timing of diagnosis of coagulopathies
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6275,Diagnosis of Thrombocytopenia
X128128,Mt. San Rafael Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6280,Onset date and timing of diagnosis of Thrombocytopenia
